source,target,status
CEG2000_f4_r0026_c0109,CEG2000_f4_r0027_c0110,new
CEG2000_f4_r0026_c0110,CEG2000_f4_r0026_c0111,preserved
CEG2000_f4_r0026_c0110,CEG2000_f4_r0027_c0110,preserved
CEG2000_f4_r0026_c0110,CEG2000_f4_r0027_c0111,new
CEG2000_f4_r0026_c0111,CEG2000_f4_r0027_c0111,lost
CEG2000_f4_r0027_c0101,CEG2000_f4_r0027_c0102,preserved
CEG2000_f4_r0027_c0102,CEG2000_f4_r0027_c0103,preserved
CEG2000_f4_r0027_c0103,CEG2000_f4_r0027_c0104,preserved
CEG2000_f4_r0027_c0103,CEG2000_f4_r0028_c0104,new
CEG2000_f4_r0027_c0104,CEG2000_f4_r0027_c0105,preserved
CEG2000_f4_r0027_c0104,CEG2000_f4_r0028_c0104,preserved
CEG2000_f4_r0027_c0104,CEG2000_f4_r0028_c0105,new
CEG2000_f4_r0027_c0105,CEG2000_f4_r0027_c0106,preserved
CEG2000_f4_r0027_c0105,CEG2000_f4_r0028_c0105,preserved
CEG2000_f4_r0027_c0105,CEG2000_f4_r0028_c0106,new
CEG2000_f4_r0027_c0106,CEG2000_f4_r0027_c0107,lost
CEG2000_f4_r0027_c0106,CEG2000_f4_r0028_c0106,preserved
CEG2000_f4_r0027_c0106,CEG2000_f4_r0028_c0107,new
CEG2000_f4_r0027_c0107,CEG2000_f4_r0027_c0108,preserved
CEG2000_f4_r0027_c0107,CEG2000_f4_r0028_c0107,preserved
CEG2000_f4_r0027_c0107,CEG2000_f4_r0028_c0108,new
CEG2000_f4_r0027_c0108,CEG2000_f4_r0027_c0109,preserved
CEG2000_f4_r0027_c0108,CEG2000_f4_r0028_c0108,preserved
CEG2000_f4_r0027_c0108,CEG2000_f4_r0028_c0109,new
CEG2000_f4_r0027_c0109,CEG2000_f4_r0027_c0110,preserved
CEG2000_f4_r0027_c0109,CEG2000_f4_r0028_c0109,preserved
CEG2000_f4_r0027_c0109,CEG2000_f4_r0028_c0110,new
CEG2000_f4_r0027_c0110,CEG2000_f4_r0027_c0111,preserved
CEG2000_f4_r0027_c0110,CEG2000_f4_r0028_c0110,preserved
CEG2000_f4_r0027_c0111,CEG2000_f4_r0028_c0110,new
CEG2000_f4_r0028_c0104,CEG2000_f4_r0028_c0105,preserved
CEG2000_f4_r0028_c0105,CEG2000_f4_r0028_c0106,preserved
CEG2000_f4_r0028_c0106,CEG2000_f4_r0028_c0107,preserved
CEG2000_f4_r0028_c0107,CEG2000_f4_r0028_c0108,lost
CEG2000_f4_r0028_c0108,CEG2000_f4_r0028_c0109,preserved
CEG2000_f4_r0028_c0109,CEG2000_f4_r0028_c0110,preserved
